scene,view,objA,objB,same,front_depth_diff_mm,rel_diff
occ4_scene0011,view_el60_az255,pitcher_base,pitcher_base,1,108.9,1.11
occ4_scene0011,view_el60_az255,pitcher_base,mug,0,200.2,3.0
occ4_scene0011,view_el60_az255,pitcher_base,pitcher_base,1,19.6,0.29
occ4_scene0011,view_el60_az255,pitcher_base,pitcher_base,1,26.8,0.26
occ4_scene0011,view_el60_az255,pitcher_base,mug,0,207.1,3.01
occ4_scene0011,view_el60_az255,pitcher_base,pitcher_base,1,26.5,0.38
occ4_scene0011,view_el60_az255,pitcher_base,pitcher_base,1,26.4,0.26
occ4_scene0011,view_el60_az255,pitcher_base,mug,0,206.8,2.98
occ4_scene0011,view_el60_az255,pitcher_base,pitcher_base,1,26.2,0.37
occ4_scene0011,view_el60_az255,mug,pitcher_base,0,180.6,6.39
occ4_scene0011,view_el60_az255,cups,cups,1,26.1,1.58
occ4_scene0011,view_el75_az105,pitcher_base,pitcher_base,1,57.6,0.63
occ4_scene0011,view_el75_az105,pitcher_base,pitcher_base,1,23.7,0.31
occ4_scene0011,view_el75_az105,mug,mug,1,27.2,2.59
occ4_scene0011,view_el75_az105,pitcher_base,pitcher_base,1,33.9,0.44
occ4_scene0011,view_el75_az105,cups,cups,1,4.9,0.38
occ4_scene0011,view_el75_az105,cups,cups,1,5.1,0.39
occ4_scene0011,view_el75_az225,pitcher_base,cups,0,168.5,3.0
occ4_scene0011,view_el75_az225,pitcher_base,pitcher_base,1,22.7,0.38
occ4_scene0011,view_el75_az225,mug,pitcher_base,0,162.5,6.67
occ4_scene0011,view_el75_az225,mug,mug,1,33.5,1.68
occ4_scene0011,view_el90,pitcher_base,pitcher_base,1,55.0,0.82
occ4_scene0011,view_el90,mug,cups,0,10.0,0.8
occ4_scene0012,view_el30_az135,wood_block,cups,0,214.5,5.25
occ4_scene0012,view_el30_az135,wood_block,cups,0,205.1,1.6
occ4_scene0012,view_el30_az195,wood_block,banana,0,92.3,2.2
occ4_scene0012,view_el30_az195,cups,cups,1,4.4,0.19
occ4_scene0012,view_el30_az210,wood_block,banana,0,96.5,1.75
occ4_scene0012,view_el30_az210,wood_block,banana,0,22.5,0.61
occ4_scene0012,view_el30_az210,banana,banana,1,113.4,3.62
occ4_scene0012,view_el30_az210,cups,cups,1,6.5,0.28
occ4_scene0012,view_el45_az135,wood_block,cups,0,210.9,4.07
occ4_scene0012,view_el45_az135,wood_block,cups,0,210.9,4.23
occ4_scene0012,view_el45_az135,wood_block,cups,0,212.8,3.99
occ4_scene0012,view_el45_az135,wood_block,cups,0,238.2,7.38
occ4_scene0012,view_el45_az135,wood_block,cups,0,240.1,7.09
occ4_scene0012,view_el45_az135,cups,cups,1,1.9,0.07
occ4_scene0012,view_el60_az180,wood_block,wood_block,1,49.8,0.76
occ4_scene0012,view_el60_az180,wood_block,wood_block,1,8.5,0.11
occ4_scene0012,view_el60_az180,wood_block,wood_block,1,41.5,0.7
occ4_scene0012,view_el60_az195,wood_block,wood_block,1,49.9,0.84
occ4_scene0012,view_el60_az195,wood_block,wood_block,1,2.1,0.03
occ4_scene0012,view_el60_az195,wood_block,wood_block,1,48.2,0.82
occ4_scene0012,view_el60_az255,wood_block,wood_block,1,57.0,0.97
occ4_scene0012,view_el75_az225,wood_block,wood_block,1,52.9,0.75
occ4_scene0012,view_el75_az225,cups,cups,1,8.0,0.3
occ4_scene0012,view_el90,wood_block,wood_block,1,44.9,0.86
occ4_scene0013,view_el30_az135,cups,banana,0,109.4,4.85
occ4_scene0013,view_el30_az135,banana,cups,0,106.9,4.36
occ4_scene0013,view_el30_az135,cups,cups,1,3.4,0.17
occ4_scene0013,view_el30_az195,cups,peach,0,56.0,2.41
occ4_scene0013,view_el30_az210,cups,peach,0,58.9,2.53
occ4_scene0013,view_el30_az210,peach,cups,0,58.7,2.87
occ4_scene0013,view_el45_az135,cups,cups,1,4.8,0.24
occ4_scene0013,view_el45_az225,cups,peach,0,46.9,1.78
occ4_scene0013,view_el60_az195,cups,peach,0,19.6,1.32
occ4_scene0013,view_el75_az225,banana,banana,1,152.3,4.39
occ4_scene0014,view_el30_az135,mustard_bottle,racquetball,0,90.2,3.04
occ4_scene0014,view_el30_az135,mustard_bottle,mustard_bottle,1,33.0,1.04
occ4_scene0014,view_el30_az135,spatula,spatula,1,108.3,2.62
occ4_scene0014,view_el30_az195,mustard_bottle,mustard_bottle,1,39.5,1.43
occ4_scene0014,view_el30_az210,mustard_bottle,mustard_bottle,1,41.7,1.59
occ4_scene0014,view_el30_az210,mustard_bottle,mustard_bottle,1,39.4,1.4
occ4_scene0014,view_el30_az210,mustard_bottle,mustard_bottle,1,46.9,1.92
occ4_scene0014,view_el30_az210,mustard_bottle,mustard_bottle,1,44.7,1.68
occ4_scene0014,view_el30_az210,spatula,spatula,1,87.2,2.84
occ4_scene0014,view_el30_az210,mustard_bottle,mustard_bottle,1,3.5,0.31
occ4_scene0014,view_el30_az240,mustard_bottle,racquetball,0,26.8,0.96
occ4_scene0014,view_el30_az240,spatula,spatula,1,22.8,1.32
occ4_scene0014,view_el30_az240,mustard_bottle,mustard_bottle,1,1.7,0.18
occ4_scene0014,view_el30_az240,mustard_bottle,mustard_bottle,1,1.0,0.14
occ4_scene0014,view_el45_az135,mustard_bottle,mustard_bottle,1,50.7,1.06
occ4_scene0014,view_el45_az135,spatula,spatula,1,94.7,2.58
occ4_scene0014,view_el45_az225,mustard_bottle,racquetball,0,4.1,0.11
occ4_scene0014,view_el45_az225,spatula,spatula,1,48.6,1.83
occ4_scene0014,view_el45_az225,mustard_bottle,mustard_bottle,1,6.6,0.44
occ4_scene0014,view_el60_az180,spatula,spatula,1,75.7,2.19
occ4_scene0014,view_el60_az180,spatula,spatula,1,43.7,2.41
occ4_scene0014,view_el60_az180,mustard_bottle,mustard_bottle,1,8.0,0.18
occ4_scene0014,view_el60_az195,spatula,spatula,1,65.5,2.03
occ4_scene0014,view_el60_az255,mustard_bottle,racquetball,0,14.5,0.34
occ4_scene0014,view_el60_az255,spatula,spatula,1,3.9,0.29
occ4_scene0014,view_el75_az105,mustard_bottle,racquetball,0,119.9,2.64
occ4_scene0014,view_el75_az105,mustard_bottle,racquetball,0,114.6,3.86
occ4_scene0014,view_el75_az105,spatula,spatula,1,15.7,1.0
occ4_scene0014,view_el75_az105,spatula,spatula,1,13.9,1.75
occ4_scene0014,view_el75_az225,spatula,spatula,1,13.5,1.59
occ4_scene0014,view_el75_az225,mustard_bottle,mustard_bottle,1,61.9,2.29
occ4_scene0014,view_el90,spatula,spatula,1,5.0,0.5
occ4_scene0015,view_el30_az135,wood_block,wood_block,1,39.6,0.73
occ4_scene0015,view_el30_az135,wood_block,foam_brick,0,5.1,0.11
occ4_scene0015,view_el30_az135,wood_block,sugar_box,0,102.4,1.83
occ4_scene0015,view_el30_az135,wood_block,banana,0,13.0,0.26
occ4_scene0015,view_el30_az135,wood_block,sugar_box,0,123.9,2.64
occ4_scene0015,view_el30_az135,wood_block,foam_brick,0,41.0,0.68
occ4_scene0015,view_el30_az135,wood_block,foam_brick,0,67.4,1.59
occ4_scene0015,view_el30_az135,foam_brick,banana,0,59.3,2.28
occ4_scene0015,view_el30_az135,sugar_box,sugar_box,1,28.4,1.2
occ4_scene0015,view_el30_az210,wood_block,sugar_box,0,44.7,0.86
occ4_scene0015,view_el30_az210,wood_block,sugar_box,0,72.0,1.89
occ4_scene0015,view_el30_az210,sugar_box,wood_block,0,48.0,0.93
occ4_scene0015,view_el30_az210,wood_block,sugar_box,0,75.3,2.02
occ4_scene0015,view_el30_az210,sugar_box,sugar_box,1,46.4,1.65
occ4_scene0015,view_el30_az210,banana,foam_brick,0,91.6,3.51
occ4_scene0015,view_el30_az240,sugar_box,wood_block,0,74.6,1.34
occ4_scene0015,view_el30_az240,wood_block,sugar_box,0,57.1,1.19
occ4_scene0015,view_el30_az240,wood_block,sugar_box,0,100.9,2.2
occ4_scene0015,view_el30_az240,wood_block,sugar_box,0,48.7,0.99
occ4_scene0015,view_el30_az240,sugar_box,sugar_box,1,43.8,1.3
occ4_scene0015,view_el30_az240,banana,foam_brick,0,120.6,2.92
occ4_scene0015,view_el45_az135,foam_brick,banana,0,52.3,2.19
occ4_scene0015,view_el45_az135,sugar_box,sugar_box,1,62.8,1.72
occ4_scene0015,view_el45_az135,sugar_box,sugar_box,1,39.5,1.48
occ4_scene0015,view_el45_az225,wood_block,sugar_box,0,45.6,0.65
occ4_scene0015,view_el45_az225,wood_block,sugar_box,0,73.1,1.43
occ4_scene0015,view_el45_az225,wood_block,sugar_box,0,13.0,0.22
occ4_scene0015,view_el45_az225,wood_block,sugar_box,0,8.1,0.14
occ4_scene0015,view_el45_az225,sugar_box,wood_block,0,51.6,0.73
occ4_scene0015,view_el45_az225,wood_block,sugar_box,0,79.1,1.52
occ4_scene0015,view_el45_az225,wood_block,sugar_box,0,19.0,0.32
occ4_scene0015,view_el45_az225,wood_block,sugar_box,0,14.2,0.24
occ4_scene0015,view_el45_az225,sugar_box,sugar_box,1,60.1,1.69
occ4_scene0015,view_el45_az225,banana,foam_brick,0,86.9,2.67
occ4_scene0015,view_el60_az180,wood_block,wood_block,1,59.0,0.8
occ4_scene0015,view_el60_az180,sugar_box,sugar_box,1,80.4,1.94
occ4_scene0015,view_el60_az180,wood_block,wood_block,1,48.1,0.92
occ4_scene0015,view_el60_az195,sugar_box,sugar_box,1,78.3,1.92
occ4_scene0015,view_el60_az195,wood_block,wood_block,1,53.0,0.94
occ4_scene0015,view_el60_az255,wood_block,sugar_box,0,30.8,0.44
occ4_scene0015,view_el60_az255,wood_block,sugar_box,0,46.4,0.92
occ4_scene0015,view_el60_az255,sugar_box,wood_block,0,43.8,0.51
occ4_scene0015,view_el60_az255,wood_block,sugar_box,0,59.4,0.91
occ4_scene0015,view_el60_az255,wood_block,wood_block,1,27.6,0.42
occ4_scene0015,view_el60_az255,sugar_box,sugar_box,1,66.8,1.68
occ4_scene0015,view_el60_az255,sugar_box,sugar_box,1,71.3,1.74
occ4_scene0015,view_el60_az255,banana,foam_brick,0,57.5,1.69
occ4_scene0015,view_el60_az255,banana,foam_brick,0,66.8,2.08
occ4_scene0015,view_el60_az255,foam_brick,foam_brick,1,16.0,0.79
occ4_scene0015,view_el75_az105,wood_block,sugar_box,0,55.4,0.8
occ4_scene0015,view_el75_az105,banana,foam_brick,0,47.2,2.87
occ4_scene0015,view_el75_az105,banana,foam_brick,0,49.1,3.31
occ4_scene0015,view_el75_az105,sugar_box,sugar_box,1,41.0,1.16
occ4_scene0015,view_el75_az105,sugar_box,sugar_box,1,63.1,2.39
occ4_scene0015,view_el75_az225,wood_block,sugar_box,0,11.4,0.14
occ4_scene0015,view_el75_az225,wood_block,wood_block,1,55.0,0.77
occ4_scene0015,view_el75_az225,sugar_box,wood_block,0,41.6,0.54
occ4_scene0016,view_el30_az135,gelatin_box,strawberry,0,83.2,4.67
occ4_scene0017,view_el30_az135,cups,mug,0,94.9,1.4
occ4_scene0017,view_el30_az135,cups,cups,1,6.7,0.27
occ4_scene0017,view_el30_az135,cups,mug,0,98.8,1.4
occ4_scene0017,view_el30_az135,cups,cups,1,10.3,0.42
occ4_scene0017,view_el30_az195,cups,mug,0,70.3,2.77
occ4_scene0017,view_el30_az195,cups,cups,0,76.1,2.82
occ4_scene0017,view_el30_az195,cups,cups,0,75.8,3.09
occ4_scene0017,view_el30_az210,cups,cups,0,24.1,0.42
occ4_scene0017,view_el30_az210,cups,cups,1,0.2,0.01
occ4_scene0017,view_el30_az210,mug,mug,1,5.3,0.22
occ4_scene0017,view_el30_az210,mug,mug,1,5.2,0.22
occ4_scene0017,view_el30_az210,cups,cups,0,23.4,0.39
occ4_scene0017,view_el30_az240,cups,cups,0,89.1,3.14
occ4_scene0017,view_el30_az240,cups,cups,0,86.9,3.21
occ4_scene0017,view_el45_az135,cups,mug,0,82.7,2.77
occ4_scene0017,view_el45_az225,cups,cups,0,74.1,2.4
occ4_scene0017,view_el45_az225,cups,cups,0,77.1,2.52
occ4_scene0017,view_el45_az225,cups,cups,1,7.9,0.29
occ4_scene0017,view_el45_az225,cups,cups,1,15.8,0.82
occ4_scene0017,view_el45_az225,mug,mug,1,3.3,0.13
occ4_scene0017,view_el45_az225,mug,mug,1,12.3,0.49
occ4_scene0017,view_el60_az180,cups,mug,0,55.7,2.17
occ4_scene0017,view_el60_az180,cups,cups,0,48.8,1.72
occ4_scene0017,view_el60_az195,cups,cups,0,57.2,2.05
occ4_scene0017,view_el60_az195,cups,cups,1,10.0,0.32
occ4_scene0017,view_el60_az255,cups,cups,0,58.1,2.03
occ4_scene0017,view_el60_az255,cups,cups,0,72.8,2.56
occ4_scene0017,view_el60_az255,mug,mug,1,11.8,0.45
occ4_scene0017,view_el60_az255,mug,mug,1,15.0,0.66
occ4_scene0017,view_el60_az255,mug,mug,1,18.6,0.79
occ4_scene0017,view_el60_az255,cups,cups,1,30.8,1.59
occ4_scene0017,view_el60_az255,cups,cups,1,20.0,0.77
occ4_scene0017,view_el75_az225,cups,cups,1,17.0,1.17
occ4_scene0017,view_el90,cups,cups,1,5.0,0.4
occ4_scene0018,view_el30_az135,cups,sponge,0,119.7,4.35
occ4_scene0018,view_el30_az135,cups,sponge,0,117.2,4.7
occ4_scene0018,view_el30_az135,cups,sponge,0,89.3,3.67
occ4_scene0018,view_el30_az135,cups,sponge,0,86.0,3.56
occ4_scene0018,view_el30_az135,cups,cups,1,10.1,0.78
occ4_scene0018,view_el30_az135,cups,cups,1,10.8,0.82
occ4_scene0018,view_el30_az135,sponge,cups,0,96.8,4.55
occ4_scene0018,view_el30_az135,sponge,cups,0,96.8,4.55
occ4_scene0018,view_el30_az195,cups,sponge,0,105.1,4.1
occ4_scene0018,view_el30_az195,cups,cups,0,97.8,4.54
occ4_scene0018,view_el30_az210,cups,cups,0,98.2,5.45
occ4_scene0018,view_el30_az210,cups,cups,1,7.7,0.32
occ4_scene0018,view_el30_az210,cups,cups,0,102.4,5.12
occ4_scene0018,view_el30_az240,cups,cups,0,93.2,4.56
occ4_scene0018,view_el30_az240,cups,cups,1,8.9,0.39
occ4_scene0018,view_el30_az240,cups,cups,0,100.1,4.57
occ4_scene0018,view_el45_az135,cups,sponge,0,121.4,4.7
occ4_scene0018,view_el45_az135,cups,sponge,0,121.4,4.74
occ4_scene0018,view_el45_az135,sponge,cups,0,97.9,4.32
occ4_scene0018,view_el45_az135,sponge,cups,0,97.9,4.33
occ4_scene0018,view_el45_az135,cups,cups,1,16.2,1.09
occ4_scene0018,view_el45_az225,cups,cups,0,86.9,3.76
occ4_scene0018,view_el45_az225,cups,cups,0,94.1,4.29
occ4_scene0018,view_el60_az180,cups,sponge,0,98.1,4.02
occ4_scene0018,view_el60_az195,cups,cups,1,14.5,0.55
occ4_scene0018,view_el60_az195,cups,cups,1,27.9,1.09
occ4_scene0019,view_el30_az135,tomato_soup_can,apple,0,52.9,2.18
occ4_scene0019,view_el30_az195,apple,tomato_soup_can,0,64.4,2.71
occ4_scene0019,view_el30_az195,apple,tomato_soup_can,0,72.8,3.06
occ4_scene0019,view_el30_az210,tomato_soup_can,apple,0,60.9,2.67
occ4_scene0019,view_el30_az210,apple,tomato_soup_can,0,70.4,3.35
occ4_scene0019,view_el45_az225,tomato_soup_can,apple,0,35.7,1.21
occ4_scene0019,view_el45_az225,tomato_soup_can,apple,0,27.6,1.06
occ4_scene0019,view_el60_az180,tomato_soup_can,apple,0,13.8,0.63
occ4_scene0019,view_el60_az180,tomato_soup_can,apple,0,30.0,1.03
occ4_scene0019,view_el60_az195,tomato_soup_can,apple,0,27.4,0.93
occ4_scene0020,view_el30_az135,apple,tennis_ball,0,84.1,1.57
occ4_scene0020,view_el30_az135,tennis_ball,apple,0,72.6,3.82
occ4_scene0020,view_el30_az135,apple,orange,0,89.9,4.4
occ4_scene0020,view_el30_az195,gelatin_box,apple,0,74.7,4.58
occ4_scene0020,view_el30_az210,gelatin_box,apple,0,78.2,4.21
occ4_scene0020,view_el30_az210,tennis_ball,tennis_ball,1,16.3,1.31
occ4_scene0020,view_el30_az210,tennis_ball,tennis_ball,1,11.0,0.71
occ4_scene0020,view_el30_az240,tennis_ball,tennis_ball,1,12.3,0.84
occ4_scene0020,view_el45_az135,apple,tennis_ball,0,72.9,1.64
occ4_scene0020,view_el45_az135,apple,tennis_ball,0,60.4,3.21
occ4_scene0020,view_el45_az135,apple,orange,0,72.7,3.7
occ4_scene0020,view_el45_az225,tennis_ball,tennis_ball,1,17.7,1.17
occ4_scene0020,view_el45_az225,tennis_ball,tennis_ball,1,15.6,0.93
occ5_scene0001,view_el30_az135,bleach_cleanser,medium_clamp,0,122.4,3.93
occ5_scene0001,view_el30_az135,bleach_cleanser,bleach_cleanser,1,24.2,0.86
occ5_scene0001,view_el30_az135,bleach_cleanser,medium_clamp,0,107.9,4.24
occ5_scene0001,view_el30_az135,pear,sponge,0,97.4,1.73
occ5_scene0001,view_el30_az195,bleach_cleanser,sponge,0,35.7,0.95
occ5_scene0001,view_el30_az195,bleach_cleanser,medium_clamp,0,172.8,2.07
occ5_scene0001,view_el30_az195,sponge,bleach_cleanser,0,70.5,4.11
occ5_scene0001,view_el30_az195,pudding_box,pear,0,99.5,3.43
occ5_scene0001,view_el30_az210,bleach_cleanser,medium_clamp,0,151.4,3.36
occ5_scene0001,view_el30_az210,bleach_cleanser,sponge,0,39.5,1.07
occ5_scene0001,view_el30_az210,bleach_cleanser,bleach_cleanser,1,29.8,0.68
occ5_scene0001,view_el30_az210,bleach_cleanser,bleach_cleanser,1,46.7,1.6
occ5_scene0001,view_el30_az210,bleach_cleanser,medium_clamp,0,125.2,2.28
occ5_scene0001,view_el30_az210,pudding_box,pudding_box,1,109.5,1.44
occ5_scene0001,view_el30_az210,pudding_box,pear,0,104.6,5.66
occ5_scene0001,view_el30_az210,sponge,bleach_cleanser,0,68.7,3.68
occ5_scene0001,view_el30_az210,pudding_box,pear,0,115.4,4.06
occ5_scene0001,view_el30_az210,bleach_cleanser,medium_clamp,0,111.0,2.42
occ5_scene0001,view_el30_az240,bleach_cleanser,pudding_box,0,134.3,3.46
occ5_scene0001,view_el30_az240,pudding_box,pear,0,124.1,5.01
occ5_scene0001,view_el45_az135,bleach_cleanser,medium_clamp,0,135.6,3.17
occ5_scene0001,view_el45_az135,bleach_cleanser,medium_clamp,0,114.0,3.47
occ5_scene0001,view_el45_az135,bleach_cleanser,bleach_cleanser,1,46.2,1.36
occ5_scene0001,view_el45_az135,pear,sponge,0,88.5,4.7
occ5_scene0001,view_el45_az135,bleach_cleanser,bleach_cleanser,1,13.7,0.68
occ5_scene0001,view_el45_az225,bleach_cleanser,medium_clamp,0,127.2,2.55
occ5_scene0001,view_el45_az225,bleach_cleanser,medium_clamp,0,107.4,2.78
occ5_scene0001,view_el45_az225,bleach_cleanser,bleach_cleanser,1,14.6,0.47
occ5_scene0001,view_el60_az180,bleach_cleanser,medium_clamp,0,173.4,1.45
occ5_scene0001,view_el60_az180,bleach_cleanser,bleach_cleanser,1,16.6,0.49
occ5_scene0001,view_el60_az195,bleach_cleanser,bleach_cleanser,1,88.2,1.19
occ5_scene0001,view_el60_az195,bleach_cleanser,bleach_cleanser,1,17.9,0.45
occ5_scene0001,view_el60_az255,bleach_cleanser,pudding_box,0,160.1,2.85
occ5_scene0001,view_el60_az255,bleach_cleanser,pudding_box,0,157.6,2.92
occ5_scene0001,view_el60_az255,pudding_box,bleach_cleanser,0,216.8,5.5
occ5_scene0001,view_el60_az255,bleach_cleanser,bleach_cleanser,1,22.6,0.51
occ5_scene0001,view_el60_az255,bleach_cleanser,pudding_box,0,214.4,5.76
occ5_scene0001,view_el60_az255,bleach_cleanser,bleach_cleanser,1,22.1,0.56
occ5_scene0001,view_el75_az105,sponge,pear,0,57.1,3.08
occ5_scene0001,view_el75_az105,bleach_cleanser,bleach_cleanser,1,26.6,0.82
occ5_scene0001,view_el75_az225,bleach_cleanser,medium_clamp,0,166.6,2.71
occ5_scene0001,view_el75_az225,bleach_cleanser,medium_clamp,0,165.7,2.62
occ5_scene0001,view_el75_az225,bleach_cleanser,bleach_cleanser,1,82.6,1.25
occ5_scene0001,view_el75_az225,bleach_cleanser,medium_clamp,0,162.7,2.65
occ5_scene0001,view_el75_az225,bleach_cleanser,medium_clamp,0,162.9,2.66
occ5_scene0001,view_el75_az225,bleach_cleanser,medium_clamp,0,171.9,2.76
occ5_scene0001,view_el75_az225,bleach_cleanser,bleach_cleanser,1,84.4,1.0
occ5_scene0001,view_el75_az225,bleach_cleanser,bleach_cleanser,1,21.2,0.24
occ5_scene0001,view_el75_az225,bleach_cleanser,medium_clamp,0,206.9,4.53
occ5_scene0001,view_el75_az225,bleach_cleanser,medium_clamp,0,206.0,4.72
occ5_scene0001,view_el75_az225,bleach_cleanser,medium_clamp,0,216.1,4.87
occ5_scene0001,view_el75_az225,bleach_cleanser,bleach_cleanser,1,34.0,0.62
occ5_scene0001,view_el90,bleach_cleanser,medium_clamp,0,165.0,3.0
occ5_scene0001,view_el90,bleach_cleanser,medium_clamp,0,160.0,2.91
occ5_scene0002,view_el30_az135,cups,phillips_screwdriver,0,96.3,6.07
occ5_scene0002,view_el30_az135,cups,phillips_screwdriver,0,96.3,6.02
occ5_scene0002,view_el30_az135,phillips_screwdriver,cups,0,99.6,5.92
occ5_scene0002,view_el30_az135,cups,cups,1,17.0,0.73
occ5_scene0002,view_el30_az135,cups,cups,1,25.6,1.92
occ5_scene0002,view_el30_az135,cups,cups,1,11.4,0.46
occ5_scene0002,view_el30_az135,cups,cups,1,17.0,1.08
occ5_scene0002,view_el30_az135,phillips_screwdriver,cups,0,99.6,5.87
occ5_scene0002,view_el30_az135,cups,cups,1,5.3,0.27
occ5_scene0002,view_el30_az195,cups,potted_meat_can,0,85.6,3.66
occ5_scene0002,view_el30_az195,cups,potted_meat_can,0,82.2,4.69
occ5_scene0002,view_el30_az195,potted_meat_can,cups,0,87.5,3.59
occ5_scene0002,view_el30_az195,cups,cups,1,2.8,0.13
occ5_scene0002,view_el30_az195,cups,cups,1,18.6,0.92
occ5_scene0002,view_el30_az195,cups,potted_meat_can,0,84.2,4.54
occ5_scene0002,view_el30_az195,potted_meat_can,potted_meat_can,1,12.6,0.5
occ5_scene0002,view_el30_az195,cups,cups,1,13.9,0.8
occ5_scene0002,view_el30_az210,cups,potted_meat_can,0,81.5,3.84
occ5_scene0002,view_el30_az210,cups,potted_meat_can,0,80.2,4.18
occ5_scene0002,view_el30_az210,potted_meat_can,cups,0,103.9,4.63
occ5_scene0002,view_el30_az210,potted_meat_can,cups,0,109.6,5.01
occ5_scene0002,view_el30_az210,potted_meat_can,cups,0,81.9,3.75
occ5_scene0002,view_el30_az210,cups,potted_meat_can,0,105.3,5.16
occ5_scene0002,view_el30_az210,cups,potted_meat_can,0,101.2,3.69
occ5_scene0002,view_el30_az210,cups,cups,1,1.0,0.05
occ5_scene0002,view_el30_az210,potted_meat_can,cups,0,111.0,5.59
occ5_scene0002,view_el30_az210,potted_meat_can,cups,0,80.5,4.07
occ5_scene0002,view_el30_az210,potted_meat_can,potted_meat_can,1,4.1,0.16
occ5_scene0002,view_el30_az210,cups,potted_meat_can,0,106.9,3.98
occ5_scene0002,view_el30_az210,cups,cups,1,12.8,0.66
occ5_scene0002,view_el30_az210,cups,cups,1,13.0,0.77
occ5_scene0002,view_el30_az210,phillips_screwdriver,phillips_screwdriver,1,32.7,1.41
occ5_scene0002,view_el30_az240,potted_meat_can,cups,0,92.6,4.43
occ5_scene0002,view_el30_az240,cups,phillips_screwdriver,0,177.6,6.37
occ5_scene0002,view_el30_az240,cups,phillips_screwdriver,0,178.2,6.53
occ5_scene0002,view_el30_az240,cups,phillips_screwdriver,0,148.1,1.75
occ5_scene0002,view_el30_az240,cups,potted_meat_can,0,94.8,4.2
occ5_scene0002,view_el30_az240,cups,cups,1,10.6,0.64
occ5_scene0002,view_el45_az135,cups,cups,1,19.7,0.72
occ5_scene0002,view_el45_az135,cups,cups,1,9.7,0.49
occ5_scene0002,view_el45_az225,potted_meat_can,cups,0,84.4,3.08
occ5_scene0002,view_el45_az225,potted_meat_can,cups,0,93.5,3.78
occ5_scene0002,view_el45_az225,cups,potted_meat_can,0,89.1,3.34
occ5_scene0002,view_el45_az225,potted_meat_can,potted_meat_can,1,7.7,0.31
occ5_scene0002,view_el45_az225,potted_meat_can,cups,0,98.3,4.08
occ5_scene0002,view_el45_az225,cups,cups,1,14.2,0.74
occ5_scene0002,view_el45_az225,cups,cups,1,16.6,0.85
occ5_scene0002,view_el60_az180,potted_meat_can,potted_meat_can,1,20.5,0.68
occ5_scene0002,view_el60_az180,potted_meat_can,potted_meat_can,1,12.1,0.44
occ5_scene0002,view_el60_az180,cups,cups,1,17.5,1.37
occ5_scene0002,view_el60_az180,phillips_screwdriver,phillips_screwdriver,1,15.0,1.29
occ5_scene0002,view_el60_az180,phillips_screwdriver,phillips_screwdriver,1,11.8,1.41
occ5_scene0002,view_el60_az195,potted_meat_can,potted_meat_can,1,14.8,0.51
occ5_scene0002,view_el60_az195,potted_meat_can,potted_meat_can,1,13.0,0.45
occ5_scene0002,view_el60_az195,cups,cups,1,12.7,0.47
occ5_scene0002,view_el60_az195,cups,cups,1,38.2,1.66
occ5_scene0002,view_el60_az195,cups,cups,1,38.2,1.66
occ5_scene0002,view_el60_az195,phillips_screwdriver,phillips_screwdriver,1,17.6,1.35
occ5_scene0002,view_el60_az195,cups,cups,1,13.4,1.25
occ5_scene0002,view_el60_az195,cups,cups,1,13.4,1.25
occ5_scene0002,view_el60_az195,cups,cups,1,20.0,0.92
occ5_scene0002,view_el60_az255,potted_meat_can,cups,0,58.0,2.19
occ5_scene0002,view_el60_az255,potted_meat_can,cups,0,71.3,2.62
occ5_scene0002,view_el60_az255,cups,cups,1,10.2,0.45
occ5_scene0002,view_el60_az255,cups,cups,1,12.0,0.66
occ5_scene0002,view_el60_az255,cups,cups,1,11.9,0.66
occ5_scene0002,view_el60_az255,cups,cups,1,29.2,1.35
occ5_scene0002,view_el60_az255,cups,cups,1,24.9,1.29
occ5_scene0002,view_el75_az105,potted_meat_can,potted_meat_can,1,31.4,1.33
occ5_scene0002,view_el75_az105,cups,cups,1,5.4,0.25
occ5_scene0002,view_el75_az105,phillips_screwdriver,phillips_screwdriver,1,4.6,0.49
occ5_scene0002,view_el75_az225,cups,cups,1,14.2,1.2
occ5_scene0002,view_el75_az225,phillips_screwdriver,phillips_screwdriver,1,5.9,0.69
occ5_scene0002,view_el75_az225,phillips_screwdriver,phillips_screwdriver,1,8.5,1.1
occ5_scene0002,view_el90,cups,cups,1,5.0,0.4
occ5_scene0002,view_el90,cups,cups,1,5.0,0.5
occ5_scene0002,view_el90,phillips_screwdriver,phillips_screwdriver,1,5.0,0.5
occ5_scene0002,view_el90,phillips_screwdriver,phillips_screwdriver,1,5.0,0.5
occ5_scene0003,view_el30_az135,foam_brick,potted_meat_can,0,153.4,2.33
occ5_scene0003,view_el30_az135,cups,potted_meat_can,0,81.6,2.92
occ5_scene0003,view_el30_az135,foam_brick,gelatin_box,0,103.8,4.75
occ5_scene0003,view_el30_az135,potted_meat_can,cups,0,80.4,3.23
occ5_scene0003,view_el30_az135,potted_meat_can,gelatin_box,0,66.8,2.64
occ5_scene0003,view_el30_az135,potted_meat_can,cups,0,84.3,2.48
occ5_scene0003,view_el30_az135,cups,cups,1,4.1,0.14
occ5_scene0003,view_el30_az195,cups,potted_meat_can,0,73.6,2.24
occ5_scene0003,view_el30_az195,cups,gelatin_box,0,108.1,5.66
occ5_scene0003,view_el30_az195,cups,potted_meat_can,0,68.3,3.18
occ5_scene0003,view_el30_az195,cups,cups,1,1.4,0.05
